date,open,high,low,close,volume,date_4h,open_4h,high_4h,low_4h,close_4h,volume_4h,bb_upper_4h,bb_middle_4h,bb_lower_4h,bb_width_4h,is_width_ok_4h,is_breakout_4h,is_below_lower_4h,is_armed_4h,bb_upper,bb_middle,bb_lower,armed_active_4h,4h更新标记,4h区间,布林宽度%_4h,价格vs上轨_4h
2024-10-10 17:00:00+00:00,2392.71,2398.0,2364.05,2373.17,21563.9074,2024-10-10 12:00:00+00:00,2406.56,2408.93,2370.0,2404.63,50311.8395,2412.2851413189624,2400.5725,2388.859858681038,0.009758206693580086,False,False,False,False,2412.966806003241,2392.1233333333334,2371.279860663426,False,,16:00-20:00,0.98,-7.66
2024-10-10 18:00:00+00:00,2373.17,2374.1,2330.66,2357.73,40312.8601,2024-10-10 12:00:00+00:00,2406.56,2408.93,2370.0,2404.63,50311.8395,2412.2851413189624,2400.5725,2388.859858681038,0.009758206693580086,False,False,False,False,2415.9908932159847,2390.313157894737,2364.635422573489,False,,16:00-20:00,0.98,-7.66
2024-10-10 19:00:00+00:00,2357.73,2370.21,2350.81,2367.13,7726.3768,2024-10-10 16:00:00+00:00,2404.62,2421.36,2330.66,2367.13,93309.876,2425.4689666772024,2393.884,2362.2990333227976,0.02638805111459233,False,False,False,False,2416.212001170974,2389.154,2362.095998829026,False,,16:00-20:00,2.64,-58.34
2024-10-10 20:00:00+00:00,2367.13,2377.9,2357.07,2369.29,8800.2896,2024-10-10 16:00:00+00:00,2404.62,2421.36,2330.66,2367.13,93309.876,2425.4689666772024,2393.884,2362.2990333227976,0.02638805111459233,False,False,False,False,2416.70997255147,2388.8255,2360.94102744853,False,★,20:00-24:00,2.64,-58.34
2024-10-10 21:00:00+00:00,2369.28,2387.09,2362.01,2387.08,6020.1382,2024-10-10 16:00:00+00:00,2404.62,2421.36,2330.66,2367.13,93309.876,2425.4689666772024,2393.884,2362.2990333227976,0.02638805111459233,False,False,False,False,2416.455243538648,2388.5945,2360.733756461352,False,,20:00-24:00,2.64,-58.34
2024-10-10 22:00:00+00:00,2387.08,2387.08,2371.6,2377.96,5745.9422,2024-10-10 16:00:00+00:00,2404.62,2421.36,2330.66,2367.13,93309.876,2425.4689666772024,2393.884,2362.2990333227976,0.02638805111459233,False,False,False,False,2415.8780374405455,2387.771,2359.663962559455,False,,20:00-24:00,2.64,-58.34
2024-10-10 23:00:00+00:00,2377.96,2386.5,2377.96,2386.49,2980.9776,2024-10-10 20:00:00+00:00,2367.13,2387.09,2357.07,2386.49,23547.3476,2421.539996259543,2392.6516666666666,2363.7633370737904,0.02414754307560548,False,False,False,False,2415.2159827162054,2387.3305,2359.4450172837946,False,,20:00-24:00,2.41,-35.05
2024-10-11 00:00:00+00:00,2386.49,2390.82,2382.0,2386.32,5004.8474,2024-10-10 20:00:00+00:00,2367.13,2387.09,2357.07,2386.49,23547.3476,2421.539996259543,2392.6516666666666,2363.7633370737904,0.02414754307560548,False,False,False,False,2414.570776242114,2386.9065,2359.242223757886,False,★,00:00-04:00,2.41,-35.05
2024-10-11 01:00:00+00:00,2386.31,2415.4,2381.86,2406.9,10709.3364,2024-10-10 20:00:00+00:00,2367.13,2387.09,2357.07,2386.49,23547.3476,2421.539996259543,2392.6516666666666,2363.7633370737904,0.02414754307560548,False,False,False,False,2414.8299800500126,2386.9725000000003,2359.115019949988,False,,00:00-04:00,2.41,-35.05
2024-10-11 02:00:00+00:00,2406.91,2410.7,2394.77,2400.12,8111.2762,2024-10-10 20:00:00+00:00,2367.13,2387.09,2357.07,2386.49,23547.3476,2421.539996259543,2392.6516666666666,2363.7633370737904,0.02414754307560548,False,False,False,False,2413.2206180040516,2386.541,2359.8613819959487,False,,00:00-04:00,2.41,-35.05
2024-10-11 03:00:00+00:00,2400.11,2416.94,2400.11,2411.1,6464.3709,2024-10-11 00:00:00+00:00,2386.49,2416.94,2381.86,2411.1,30289.8309,2425.118785373741,2395.287142857143,2365.455500340545,0.024908614907033114,False,False,False,False,2415.911374835399,2387.306,2358.700625164601,False,,00:00-04:00,2.49,-14.02
2024-10-11 04:00:00+00:00,2411.18,2416.02,2405.27,2409.14,4703.4929,2024-10-11 00:00:00+00:00,2386.49,2416.94,2381.86,2411.1,30289.8309,2425.118785373741,2395.287142857143,2365.455500340545,0.024908614907033114,False,False,False,False,2418.7454164248134,2388.6635,2358.581583575187,False,★,04:00-08:00,2.49,-14.02
2024-10-11 05:00:00+00:00,2409.13,2413.6,2403.36,2406.26,5046.094,2024-10-11 00:00:00+00:00,2386.49,2416.94,2381.86,2411.1,30289.8309,2425.118785373741,2395.287142857143,2365.455500340545,0.024908614907033114,False,False,False,False,2420.6980172209337,2389.622,2358.545982779066,False,,04:00-08:00,2.49,-14.02
2024-10-11 06:00:00+00:00,2406.26,2418.55,2404.8,2411.4,6747.4451,2024-10-11 00:00:00+00:00,2386.49,2416.94,2381.86,2411.1,30289.8309,2425.118785373741,2395.287142857143,2365.455500340545,0.024908614907033114,False,False,False,False,2422.755663358114,2390.3315,2357.9073366418856,False,,04:00-08:00,2.49,-14.02
2024-10-11 07:00:00+00:00,2411.39,2415.5,2405.14,2407.64,8318.702,2024-10-11 04:00:00+00:00,2411.18,2418.55,2403.36,2407.64,24815.734,2425.7983178776535,2396.83125,2367.864182122347,0.024171136685282566,False,False,False,False,2422.9268482559614,2390.3855,2357.8441517440383,False,,04:00-08:00,2.42,-18.16
2024-10-11 08:00:00+00:00,2407.64,2409.87,2403.0,2403.1,4516.1274,2024-10-11 04:00:00+00:00,2411.18,2418.55,2403.36,2407.64,24815.734,2425.7983178776535,2396.83125,2367.864182122347,0.024171136685282566,False,False,False,False,2424.1458750751085,2391.14,2358.1341249248912,False,★,08:00-12:00,2.42,-18.16
2024-10-11 09:00:00+00:00,2403.1,2418.87,2402.65,2414.8,10415.7463,2024-10-11 04:00:00+00:00,2411.18,2418.55,2403.36,2407.64,24815.734,2425.7983178776535,2396.83125,2367.864182122347,0.024171136685282566,False,False,False,False,2427.11767757945,2392.7395,2358.36132242055,False,,08:00-12:00,2.42,-18.16
2024-10-11 10:00:00+00:00,2414.8,2426.22,2411.09,2414.71,9016.5975,2024-10-11 04:00:00+00:00,2411.18,2418.55,2403.36,2407.64,24815.734,2425.7983178776535,2396.83125,2367.864182122347,0.024171136685282566,False,False,False,False,2429.6967693618044,2394.384,2359.0712306381956,False,,08:00-12:00,2.42,-18.16
2024-10-11 11:00:00+00:00,2414.72,2421.84,2412.0,2417.82,5129.3529,2024-10-11 08:00:00+00:00,2407.64,2426.22,2402.65,2417.82,29077.8241,2429.65914780024,2399.1633333333334,2368.6675188664267,0.02542204112842676,False,False,False,False,2431.6316121188433,2395.0434999999998,2358.455387881156,False,,08:00-12:00,2.54,-11.84
2024-10-11 12:00:00+00:00,2417.83,2428.41,2414.51,2425.3,10359.4567,2024-10-11 08:00:00+00:00,2407.64,2426.22,2402.65,2417.82,29077.8241,2429.65914780024,2399.1633333333334,2368.6675188664267,0.02542204112842676,False,False,False,False,2435.648518415917,2396.673,2357.6974815840827,False,★,12:00-16:00,2.54,-11.84
2024-10-11 13:00:00+00:00,2425.31,2438.6,2416.54,2431.31,15502.9439,2024-10-11 08:00:00+00:00,2407.64,2426.22,2402.65,2417.82,29077.8241,2429.65914780024,2399.1633333333334,2368.6675188664267,0.02542204112842676,False,False,False,False,2439.8266087489305,2399.58,2359.3333912510693,False,,12:00-16:00,2.54,-11.84
2024-10-11 14:00:00+00:00,2431.31,2439.71,2425.78,2432.5,26006.2319,2024-10-11 08:00:00+00:00,2407.64,2426.22,2402.65,2417.82,29077.8241,2429.65914780024,2399.1633333333334,2368.6675188664267,0.02542204112842676,False,False,False,False,2441.006349375181,2403.3185,2365.630650624819,False,,12:00-16:00,2.54,-11.84
2024-10-11 15:00:00+00:00,2432.51,2453.84,2432.18,2443.81,18919.0678,2024-10-11 12:00:00+00:00,2417.83,2453.84,2414.51,2443.81,70787.7003,2443.926782777316,2403.6279999999997,2363.3292172226834,0.03353163033324318,False,False,False,False,2444.9406612622124,2407.1525,2369.364338737788,False,,12:00-16:00,3.35,-0.12
2024-10-11 16:00:00+00:00,2443.8,2449.48,2435.12,2438.38,12935.3975,2024-10-11 12:00:00+00:00,2417.83,2453.84,2414.51,2443.81,70787.7003,2443.926782777316,2403.6279999999997,2363.3292172226834,0.03353163033324318,False,False,False,False,2446.4007242955718,2410.607,2374.813275704428,False,★,16:00-20:00,3.35,-0.12
2024-10-11 17:00:00+00:00,2438.39,2452.96,2433.46,2450.04,10532.7143,2024-10-11 12:00:00+00:00,2417.83,2453.84,2414.51,2443.81,70787.7003,2443.926782777316,2403.6279999999997,2363.3292172226834,0.03353163033324318,False,False,False,False,2451.8377340349793,2413.755,2375.672265965021,False,,16:00-20:00,3.35,-0.12
2024-10-11 18:00:00+00:00,2450.04,2450.5,2439.75,2446.01,8857.0546,2024-10-11 12:00:00+00:00,2417.83,2453.84,2414.51,2443.81,70787.7003,2443.926782777316,2403.6279999999997,2363.3292172226834,0.03353163033324318,False,False,False,False,2453.911196197941,2417.1575,2380.4038038020585,False,,16:00-20:00,3.35,-0.12
2024-10-11 19:00:00+00:00,2446.0,2471.45,2444.93,2459.6,21930.7762,2024-10-11 16:00:00+00:00,2443.8,2471.45,2433.46,2459.6,54255.9426,2459.7145622498265,2408.716363636364,2357.7181650229013,0.042344710554855204,False,False,False,False,2459.229221957315,2420.813,2382.396778042685,False,,16:00-20:00,4.23,-0.11
2024-10-11 20:00:00+00:00,2459.59,2462.31,2452.43,2457.14,5705.8859,2024-10-11 16:00:00+00:00,2443.8,2471.45,2433.46,2459.6,54255.9426,2459.7145622498265,2408.716363636364,2357.7181650229013,0.042344710554855204,False,False,False,False,2462.437534997355,2424.3540000000003,2386.2704650026453,False,★,20:00-24:00,4.23,-0.11
2024-10-11 21:00:00+00:00,2457.14,2461.3,2450.02,2450.02,6123.2777,2024-10-11 16:00:00+00:00,2443.8,2471.45,2433.46,2459.6,54255.9426,2459.7145622498265,2408.716363636364,2357.7181650229013,0.042344710554855204,False,False,False,False,2465.3086000832636,2426.5099999999998,2387.711399916736,False,,20:00-24:00,4.23,-0.11
2024-10-11 22:00:00+00:00,2450.02,2452.58,2437.57,2439.38,9806.2044,2024-10-11 16:00:00+00:00,2443.8,2471.45,2433.46,2459.6,54255.9426,2459.7145622498265,2408.716363636364,2357.7181650229013,0.042344710554855204,False,False,False,False,2465.5858050536117,2428.4730000000004,2391.360194946389,False,,20:00-24:00,4.23,-0.11
2024-10-11 23:00:00+00:00,2439.38,2444.99,2434.22,2439.5,4578.8198,2024-10-11 20:00:00+00:00,2459.59,2462.31,2434.22,2439.5,26214.1878,2463.0528540436644,2411.2816666666668,2359.510479289669,0.042940804546128086,False,False,False,False,2466.3748830885165,2429.893,2393.4111169114835,False,,20:00-24:00,4.29,-23.55
2024-10-12 00:00:00+00:00,2439.49,2448.35,2436.2,2444.31,7441.2573,2024-10-11 20:00:00+00:00,2459.59,2462.31,2434.22,2439.5,26214.1878,2463.0528540436644,2411.2816666666668,2359.510479289669,0.042940804546128086,False,False,False,False,2467.302508563278,2431.6515,2396.000491436722,False,★,00:00-04:00,4.29,-23.55
2024-10-12 01:00:00+00:00,2444.3,2451.37,2442.0,2444.31,9969.261,2024-10-11 20:00:00+00:00,2459.59,2462.31,2434.22,2439.5,26214.1878,2463.0528540436644,2411.2816666666668,2359.510479289669,0.042940804546128086,False,False,False,False,2467.520989176025,2433.554,2399.587010823975,False,,00:00-04:00,4.29,-23.55
2024-10-12 02:00:00+00:00,2444.3,2444.79,2435.49,2436.67,4908.8693,2024-10-11 20:00:00+00:00,2459.59,2462.31,2434.22,2439.5,26214.1878,2463.0528540436644,2411.2816666666668,2359.510479289669,0.042940804546128086,False,False,False,False,2467.155594775113,2434.8175,2402.479405224887,False,,00:00-04:00,4.29,-23.55
2024-10-12 03:00:00+00:00,2436.66,2441.02,2434.35,2439.04,3261.9983,2024-10-12 00:00:00+00:00,2439.49,2451.37,2434.35,2439.04,25581.3859,2465.3205436215535,2413.416923076923,2361.5133025322925,0.04301256036479376,False,False,False,False,2466.1134014293834,2436.3875,2406.661598570616,False,,00:00-04:00,4.3,-26.28
2024-10-12 04:00:00+00:00,2439.05,2451.77,2439.05,2445.95,5693.9389,2024-10-12 00:00:00+00:00,2439.49,2451.37,2434.35,2439.04,25581.3859,2465.3205436215535,2413.416923076923,2361.5133025322925,0.04301256036479376,False,False,False,False,2464.0305320893913,2438.53,2413.029467910609,False,★,04:00-08:00,4.3,-26.28
2024-10-12 05:00:00+00:00,2445.94,2448.21,2442.46,2447.41,4904.2448,2024-10-12 00:00:00+00:00,2439.49,2451.37,2434.35,2439.04,25581.3859,2465.3205436215535,2413.416923076923,2361.5133025322925,0.04301256036479376,False,False,False,False,2463.3366551463646,2440.1605,2416.9843448536353,False,,04:00-08:00,4.3,-26.28
2024-10-12 06:00:00+00:00,2447.41,2448.98,2445.42,2446.5,3433.0226,2024-10-12 00:00:00+00:00,2439.49,2451.37,2434.35,2439.04,25581.3859,2465.3205436215535,2413.416923076923,2361.5133025322925,0.04301256036479376,False,False,False,False,2461.714802712984,2441.75,2421.785197287016,False,,04:00-08:00,4.3,-26.28
2024-10-12 07:00:00+00:00,2446.5,2447.22,2442.72,2446.69,5076.2606,2024-10-12 04:00:00+00:00,2439.05,2451.77,2439.05,2446.69,19107.4669,2468.737596213617,2415.7935714285713,2362.8495466435256,0.043831580157519374,False,False,False,False,2459.7585440767025,2443.1935000000003,2426.628455923298,False,,04:00-08:00,4.38,-22.05
2024-10-12 08:00:00+00:00,2446.68,2447.0,2442.61,2445.8,3169.4445,2024-10-12 04:00:00+00:00,2439.05,2451.77,2439.05,2446.69,19107.4669,2468.737596213617,2415.7935714285713,2362.8495466435256,0.043831580157519374,False,False,False,False,2458.5014103255726,2444.2185,2429.9355896744273,False,★,08:00-12:00,4.38,-22.05
2024-10-12 09:00:00+00:00,2445.8,2447.03,2443.45,2445.39,3112.5053,2024-10-12 04:00:00+00:00,2439.05,2451.77,2439.05,2446.69,19107.4669,2468.737596213617,2415.7935714285713,2362.8495466435256,0.043831580157519374,False,False,False,False,2457.8501364510475,2444.9225,2431.9948635489527,False,,08:00-12:00,4.38,-22.05
2024-10-12 10:00:00+00:00,2445.38,2457.5,2443.6,2455.5,8117.396,2024-10-12 04:00:00+00:00,2439.05,2451.77,2439.05,2446.69,19107.4669,2468.737596213617,2415.7935714285713,2362.8495466435256,0.043831580157519374,False,False,False,False,2458.426514689456,2446.0725,2433.7184853105446,False,,08:00-12:00,4.38,-22.05
2024-10-12 11:00:00+00:00,2455.5,2467.51,2450.97,2452.5,7959.893,2024-10-12 08:00:00+00:00,2446.68,2467.51,2442.61,2452.5,22359.2388,2472.666276429858,2418.2406666666666,2363.815056903475,0.04501256679155297,False,False,False,False,2459.134213886136,2446.507,2433.879786113864,False,,08:00-12:00,4.5,-20.17
2024-10-12 12:00:00+00:00,2452.5,2459.74,2448.8,2458.01,5308.2376,2024-10-12 08:00:00+00:00,2446.68,2467.51,2442.61,2452.5,22359.2388,2472.666276429858,2418.2406666666666,2363.815056903475,0.04501256679155297,False,False,False,False,2460.501651687505,2447.4885,2434.475348312495,False,★,12:00-16:00,4.5,-20.17
2024-10-12 13:00:00+00:00,2458.01,2462.31,2455.9,2461.72,4479.0409,2024-10-12 08:00:00+00:00,2446.68,2467.51,2442.61,2452.5,22359.2388,2472.666276429858,2418.2406666666666,2363.815056903475,0.04501256679155297,False,False,False,False,2462.5353698833615,2448.0724999999998,2433.609630116638,False,,12:00-16:00,4.5,-20.17
2024-10-12 14:00:00+00:00,2461.72,2479.33,2458.0,2471.43,11942.2849,2024-10-12 08:00:00+00:00,2446.68,2467.51,2442.61,2452.5,22359.2388,2472.666276429858,2418.2406666666666,2363.815056903475,0.04501256679155297,False,False,False,False,2467.1292983263374,2449.3435,2431.5577016736625,False,,12:00-16:00,4.5,-20.17
2024-10-12 15:00:00+00:00,2471.43,2484.0,2466.0,2473.11,16430.3085,2024-10-12 12:00:00+00:00,2452.5,2484.0,2448.8,2473.11,38159.8719,2480.977094572797,2421.67,2362.3629054272033,0.04898032727233423,False,False,False,False,2470.2966214737194,2450.019,2429.74137852628,False,,12:00-16:00,4.9,-7.87
2024-10-12 16:00:00+00:00,2473.1,2486.75,2469.5,2469.73,9283.1306,2024-10-12 12:00:00+00:00,2452.5,2484.0,2448.8,2473.11,38159.8719,2480.977094572797,2421.67,2362.3629054272033,0.04898032727233423,False,False,False,False,2472.5718288626736,2450.6485000000002,2428.725171137327,False,★,16:00-20:00,4.9,-7.87
2024-10-12 17:00:00+00:00,2469.73,2481.12,2468.51,2475.9,4587.8974,2024-10-12 12:00:00+00:00,2452.5,2484.0,2448.8,2473.11,38159.8719,2480.977094572797,2421.67,2362.3629054272033,0.04898032727233423,False,False,False,False,2476.5948541098564,2451.9425,2427.290145890144,False,,16:00-20:00,4.9,-7.87
2024-10-12 18:00:00+00:00,2475.9,2482.0,2467.65,2469.72,4467.7009,2024-10-12 12:00:00+00:00,2452.5,2484.0,2448.8,2473.11,38159.8719,2480.977094572797,2421.67,2362.3629054272033,0.04898032727233423,False,False,False,False,2478.586359166613,2453.4595,2428.332640833387,False,,16:00-20:00,4.9,-7.87
2024-10-12 19:00:00+00:00,2469.72,2474.12,2466.66,2472.6,3530.2124,2024-10-12 16:00:00+00:00,2473.1,2486.75,2466.66,2472.6,21868.9413,2487.1784363156544,2424.665882352941,2362.1533283902277,0.05156385002790571,False,False,False,False,2480.725624618227,2455.1144999999997,2429.5033753817725,False,,16:00-20:00,5.16,-14.58
2024-10-12 20:00:00+00:00,2472.6,2473.3,2469.1,2470.5,2200.4162,2024-10-12 16:00:00+00:00,2473.1,2486.75,2466.66,2472.6,21868.9413,2487.1784363156544,2424.665882352941,2362.1533283902277,0.05156385002790571,False,False,False,False,2482.384888315023,2456.424,2430.463111684977,False,★,20:00-24:00,5.16,-14.58
2024-10-12 21:00:00+00:00,2470.51,2480.53,2470.35,2479.87,2992.6968,2024-10-12 16:00:00+00:00,2473.1,2486.75,2466.66,2472.6,21868.9413,2487.1784363156544,2424.665882352941,2362.1533283902277,0.05156385002790571,False,False,False,False,2485.5056990746257,2458.202,2430.8983009253748,False,,20:00-24:00,5.16,-14.58
2024-10-12 22:00:00+00:00,2479.87,2490.51,2475.9,2487.32,4319.8233,2024-10-12 16:00:00+00:00,2473.1,2486.75,2466.66,2472.6,21868.9413,2487.1784363156544,2424.665882352941,2362.1533283902277,0.05156385002790571,False,False,False,False,2489.007778047986,2460.7345,2432.461221952014,False,,20:00-24:00,5.16,-14.58
2024-10-12 23:00:00+00:00,2487.31,2488.46,2476.4,2476.4,3047.6651,2024-10-12 20:00:00+00:00,2472.6,2490.51,2469.1,2476.4,12560.6014,2492.905950121559,2427.54,2362.174049878441,0.053853654416865515,False,False,False,False,2489.755147539804,2462.6025,2435.449852460196,False,,20:00-24:00,5.39,-16.51
2024-10-13 00:00:00+00:00,2476.4,2484.92,2475.1,2476.83,4913.3139,2024-10-12 20:00:00+00:00,2472.6,2490.51,2469.1,2476.4,12560.6014,2492.905950121559,2427.54,2362.174049878441,0.053853654416865515,False,False,False,False,2490.8197748369234,2464.1465,2437.473225163076,False,★,00:00-04:00,5.39,-16.51
2024-10-13 01:00:00+00:00,2476.83,2476.83,2462.35,2467.39,6896.0602,2024-10-12 20:00:00+00:00,2472.6,2490.51,2469.1,2476.4,12560.6014,2492.905950121559,2427.54,2362.174049878441,0.053853654416865515,False,False,False,False,2490.650512489803,2465.1455,2439.640487510197,False,,00:00-04:00,5.39,-16.51
2024-10-13 02:00:00+00:00,2467.39,2470.36,2464.8,2469.67,4109.2358,2024-10-12 20:00:00+00:00,2472.6,2490.51,2469.1,2476.4,12560.6014,2492.905950121559,2427.54,2362.174049878441,0.053853654416865515,False,False,False,False,2490.3034556078555,2466.304,2442.3045443921446,False,,00:00-04:00,5.39,-16.51
2024-10-13 03:00:00+00:00,2469.67,2470.21,2452.55,2457.86,6305.8224,2024-10-13 00:00:00+00:00,2476.4,2484.92,2452.55,2457.86,22224.4323,2494.1655684012526,2429.1357894736843,2364.106010546116,0.05354149340630984,False,False,False,False,2489.4164333715,2466.8625,2444.3085666285006,False,,00:00-04:00,5.35,-36.31
2024-10-13 04:00:00+00:00,2457.86,2464.2,2457.32,2463.53,2760.1454,2024-10-13 00:00:00+00:00,2476.4,2484.92,2452.55,2457.86,22224.4323,2494.1655684012526,2429.1357894736843,2364.106010546116,0.05354149340630984,False,False,False,False,2488.1036895152656,2467.749,2447.394310484734,False,★,04:00-08:00,5.35,-36.31
2024-10-13 05:00:00+00:00,2463.53,2468.94,2462.59,2463.59,3028.7325,2024-10-13 00:00:00+00:00,2476.4,2484.92,2452.55,2457.86,22224.4323,2494.1655684012526,2429.1357894736843,2364.106010546116,0.05354149340630984,False,False,False,False,2486.2436762237594,2468.659,2451.074323776241,False,,04:00-08:00,5.35,-36.31
2024-10-13 06:00:00+00:00,2463.6,2469.84,2463.42,2464.97,3550.1945,2024-10-13 00:00:00+00:00,2476.4,2484.92,2452.55,2457.86,22224.4323,2494.1655684012526,2429.1357894736843,2364.106010546116,0.05354149340630984,False,False,False,False,2485.706191104935,2469.1324999999997,2452.5588088950644,False,,04:00-08:00,5.35,-36.31
2024-10-13 07:00:00+00:00,2464.97,2467.01,2459.87,2465.0,2490.2372,2024-10-13 04:00:00+00:00,2457.86,2469.84,2457.32,2465.0,11829.3096,2496.224851693818,2430.929,2365.633148306182,0.053720903978534865,False,False,False,False,2484.535786881692,2469.7574999999997,2454.9792131183076,False,,04:00-08:00,5.37,-31.22
2024-10-13 08:00:00+00:00,2465.0,2471.74,2461.0,2463.13,4034.1018,2024-10-13 04:00:00+00:00,2457.86,2469.84,2457.32,2465.0,11829.3096,2496.224851693818,2430.929,2365.633148306182,0.053720903978534865,False,False,False,False,2484.095953845672,2470.0135,2455.931046154328,False,★,08:00-12:00,5.37,-31.22
2024-10-13 09:00:00+00:00,2463.13,2468.27,2462.52,2467.6,2422.8985,2024-10-13 04:00:00+00:00,2457.86,2469.84,2457.32,2465.0,11829.3096,2496.224851693818,2430.929,2365.633148306182,0.053720903978534865,False,False,False,False,2483.897843127216,2470.3075,2456.7171568727836,False,,08:00-12:00,5.37,-31.22
